cso,105,udp,CCSO name server protocol,[Martin_Hamilton],[Martin_Hamilton],,,,,,
csnet-ns,105,udp,Mailbox Name Nameserver,[Marvin_Solomon],[Marvin_Solomon],,,,,,
3com-tsmux,106,udp,3COM-TSMUX,[Jeremy_Siegel],[Jeremy_Siegel],,,,,Known Unauthorized Use on 106,
rtelnet,107,udp,Remote Telnet Service,[Jon_Postel],[Jon_Postel],,,,,,
snagas,108,udp,SNA Gateway Access Server,[Kevin_Murphy],[Kevin_Murphy],,,,,,
pop2,109,udp,Post Office Protocol - Version 2,[Joyce_K_Reynolds],[Joyce_K_Reynolds],,,,,,
pop3,110,udp,Post Office Protocol - Version 3,[Marshall_Rose],[Marshall_Rose],,,,,,
sunrpc,111,udp,SUN Remote Procedure Call,[Chuck_McManis],[Chuck_McManis],,,,,,
mcidas,112,udp,McIDAS Data Transmission Protocol,[Glenn_Davis],[Glenn_Davis],,,,,,
auth,113,udp,Authentication Service,[Mike_St_Johns],[Mike_St_Johns],,,,,,
sftp,115,udp,Simple File Transfer Protocol,[Mark_Lottor],[Mark_Lottor],,,,,,
ansanotify,116,udp,ANSA REX Notify,[Nicola_J_Howarth],[Nicola_J_Howarth],,,,,,
uucp-path,117,udp,UUCP Path Service,,,,,,,,
sqlserv,118,udp,SQL Services,[Larry_Barnes],[Larry_Barnes],,,,,,
nntp,119,udp,Network News Transfer Protocol,[Phil_Lapsley],[Phil_Lapsley],,,,,,
cfdptkt,120,udp,CFDPTKT,[John_Ioannidis],[John_Ioannidis],,,,,,
erpc,121,udp,Encore Expedited Remote Pro.Call,[Jack_ONeil],[Jack_ONeil],,,,,,
smakynet,122,udp,SMAKYNET,[Pierre_Arnaud],[Pierre_Arnaud],,,,,,
ntp,123,udp,Network Time Protocol,[Dave_Mills],[Dave_Mills],,,[RFC5905],,,
ansatrader,124,udp,ANSA REX Trader,[Nicola_J_Howarth],[Nicola_J_Howarth],,,,,,
locus-map,125,udp,Locus PC-Interface Net Map Ser,[Eric_Peterson],[Eric_Peterson],,,,,,
nxedit,126,udp,NXEdit,[Don_Payette],[Don_Payette],,,,,,"Port 126 Previously assigned to application below
locus-con,127,udp,Locus PC-Interface Conn Server,[Eric_Peterson],[Eric_Peterson],,,,,,
gss-xlicen,128,udp,GSS X License Verification,[John_Light],[John_Light],,,,,,
pwdgen,129,udp,Password Generator Protocol,[Frank_J_Wacho],[Frank_J_Wacho],,,,,,
cisco-fna,130,udp,cisco FNATIVE,,,,,,,,
cisco-tna,131,udp,cisco TNATIVE,,,,,,,,
cisco-sys,132,udp,cisco SYSMAINT,,,,,,,,
statsrv,133,udp,Statistics Service,[Dave_Mills_2],[Dave_Mills_2],,,,,,
ingres-net,134,udp,INGRES-NET Service,[Mike_Berrow],[Mike_Berrow],,,,,,
epmap,135,udp,DCE endpoint resolution,[Joe_Pato],[Joe_Pato],,,,,,
profile,136,udp,PROFILE Naming System,[Larry_Peterson],[Larry_Peterson],,,,,,
netbios-ns,137,udp,NETBIOS Name Service,,,,,,,,
netbios-dgm,138,udp,NETBIOS Datagram Service,,,,,,,,
netbios-ssn,139,udp,NETBIOS Session Service,[Jon_Postel],[Jon_Postel],,,,,,
emfis-data,140,udp,EMFIS Data Service,,,,,,,,
emfis-cntl,141,udp,EMFIS Control Service,[Gerd_Beling],[Gerd_Beling],,,,,,
bl-idm,142,udp,Britton-Lee IDM,[Susie_Snitzer],[Susie_Snitzer],,,,,,
imap,143,udp,Internet Message Access Protocol,[Mark_Crispin_2],[Mark_Crispin_2],,,,,,
uma,144,udp,Universal Management Architecture,[Jay_Whitney],[Jay_Whitney],,,,,,
uaac,145,udp,UAAC Protocol,[David_A_Gomberg],[David_A_Gomberg],,,,,,
iso-tp0,146,udp,ISO-IP0,,,,,,,,
iso-ip,147,udp,ISO-IP,[Marshall_Rose],[Marshall_Rose],,,,,,
jargon,148,udp,Jargon,[Bill_Weinman],[Bill_Weinman],,,,,,
aed-512,149,udp,AED 512 Emulation Service,[Albert_G_Broscius],[Albert_G_Broscius],,,,,,
sql-net,150,udp,SQL-NET,[Martin_Picard],[Martin_Picard],,,,,,
hems,151,udp,HEMS,,,,,,,,
bftp,152,udp,Background File Transfer Program,[Annette_DeSchon],[Annette_DeSchon],,,,,,
sgmp,153,udp,SGMP,[Marty_Schoffstahl],[Marty_Schoffstahl],,,,,,
netsc-prod,154,udp,NETSC,,,,,,,,
netsc-dev,155,udp,NETSC,[Sergio_Heker],[Sergio_Heker],,,,,,
sqlsrv,156,udp,SQL Service,[Craig_Rogers],[Craig_Rogers],,,,,,
knet-cmp,157,udp,KNET/VM Command/Message Protocol,[Gary_S_Malkin],[Gary_S_Malkin],,,,,,
pcmail-srv,158,udp,PCMail Server,[Mark_L_Lambert],[Mark_L_Lambert],,,,,,
nss-routing,159,udp,NSS-Routing,[Yakov_Rekhter],[Yakov_Rekhter],,,,,,
sgmp-traps,160,udp,SGMP-TRAPS,[Marty_Schoffstahl],[Marty_Schoffstahl],,,,,,
snmp,161,udp,SNMP,,,,,,,,
snmptrap,162,udp,SNMPTRAP,[Marshall_Rose],[Marshall_Rose],,,,,,
cmip-man,163,udp,CMIP/TCP Manager,,,,,,,,
cmip-agent,164,udp,CMIP/TCP Agent,[Amatzia_Ben_Artzi],[Amatzia_Ben_Artzi],,,,,,
xns-courier,165,udp,Xerox,[Susie_Armstrong_2],[Susie_Armstrong_2],,,,,,
s-net,166,udp,Sirius Systems,[Brian_Lloyd],[Brian_Lloyd],,,,,,
namp,167,udp,NAMP,[Marty_Schoffstahl],[Marty_Schoffstahl],,,,,,
rsvd,168,udp,RSVD,[Alan_Sandell],[Alan_Sandell],,2008-05-01,,,,
send,169,udp,SEND,[William_Oldwin],[William_Oldwin],,2013-06-17,,,,
print-srv,170,udp,Network PostScript,[Brian_Reid],[Brian_Reid],,,,,,
multiplex,171,udp,Network Innovations Multiplex,,,,,,,,
cl-1,172,udp,"Network Innovations CL/1
cl/1,172,udp,Network Innovations CL/1,[Kevin_DeVault],[Kevin_DeVault],,,,,,"This entry is an alias to ""cl-1"".
xyplex-mux,173,udp,Xyplex,[Bob_Stewart],[Bob_Stewart],,,,,,
mailq,174,udp,MAILQ,[Rayan_Zachariassen],[Rayan_Zachariassen],,,,,,
vmnet,175,udp,VMNET,[Christopher_Tengi],[Christopher_Tengi],,,,,,
genrad-mux,176,udp,GENRAD-MUX,[Ron_Thornton],[Ron_Thornton],,,,,,
xdmcp,177,udp,X Display Manager Control Protocol,[Robert_W_Scheifler],[Robert_W_Scheifler],,,,,,
nextstep,178,udp,NextStep Window Server,[Leo_Hourvitz],[Leo_Hourvitz],,,,,,
bgp,179,udp,Border Gateway Protocol,[Kirk_Lougheed],[Kirk_Lougheed],,,,,,
ris,180,udp,Intergraph,[Dave_Buehmann],[Dave_Buehmann],,,,,,
unify,181,udp,Unify,[Daegis_Inc],[Chris_Anderson],,2012-07-31,,,,
audit,182,udp,Unisys Audit SITP,[Gil_Greenbaum],[Gil_Greenbaum],,,,,,
ocbinder,183,udp,OCBinder,,,,,,,,
ocserver,184,udp,OCServer,[Jerrilynn_Okamura],[Jerrilynn_Okamura],,,,,,
remote-kis,185,udp,Remote-KIS,,,,,,,,
kis,186,udp,KIS Protocol,[Ralph_Droms],[Ralph_Droms],,,,,,
aci,187,udp,Application Communication Interface,[Rick_Carlos],[Rick_Carlos],,,,,,
mumps,188,udp,Plus Five's MUMPS,[Hokey_Stenn],[Hokey_Stenn],,,,,,
qft,189,udp,Queued File Transport,[Wayne_Schroeder],[Wayne_Schroeder],,,,,,
gacp,190,udp,Gateway Access Control Protocol,[C_Philip_Wood],[C_Philip_Wood],,,,,,
prospero,191,udp,Prospero Directory Service,[B_Clifford_Neuman],[B_Clifford_Neuman],,,,,,
osu-nms,192,udp,OSU Network Monitoring System,[Doug_Karl],[Doug_Karl],,,,,,
srmp,193,udp,Spider Remote Monitoring Protocol,[Ted_J_Socolofsky],[Ted_J_Socolofsky],,,,,,
irc,194,udp,Internet Relay Chat Protocol,[Jarkko_Oikarinen],[Jarkko_Oikarinen],,,,,,
dn6-nlm-aud,195,udp,DNSIX Network Level Module Audit,,,,,,,,
dn6-smm-red,196,udp,DNSIX Session Mgt Module Audit Redir,[Lawrence_Lebahn],[Lawrence_Lebahn],,,,,,
dls,197,udp,Directory Location Service,,,,,,,,
dls-mon,198,udp,Directory Location Service Monitor,[Scott_Bellew],[Scott_Bellew],,,,,,
smux,199,udp,SMUX,[Marshall_Rose],[Marshall_Rose],,,,,,
src,200,udp,IBM System Resource Controller,[Gerald_McBrearty],[Gerald_McBrearty],,,,,,
at-rtmp,201,udp,AppleTalk Routing Maintenance,,,,,,,,
at-nbp,202,udp,AppleTalk Name Binding,,,,,,,,
at-3,203,udp,AppleTalk Unused,,,,,,,,
at-echo,204,udp,AppleTalk Echo,,,,,,,,
at-5,205,udp,AppleTalk Unused,,,,,,,,
at-zis,206,udp,AppleTalk Zone Information,,,,,,,,
at-7,207,udp,AppleTalk Unused,,,,,,,,
at-8,208,udp,AppleTalk Unused,[Rob_Chandhok],[Rob_Chandhok],,,,,,
qmtp,209,udp,The Quick Mail Transfer Protocol,[Dan_Bernstein],[Dan_Bernstein],,,,,,
z39-50,210,udp,"ANSI Z39.50
z39.50,210,udp,ANSI Z39.50,[Mark_H_Needleman],[Mark_H_Needleman],,,,,,"This entry is an alias to ""z39-50"".
914c-g,211,udp,"Texas Instruments 914C/G Terminal
914c/g,211,udp,Texas Instruments 914C/G Terminal,[Bill_Harrell],[Bill_Harrell],,,,,,"This entry is an alias to ""914c-g"".
anet,212,udp,ATEXSSTR,[Jim_Taylor],[Jim_Taylor],,,,,,
ipx,213,udp,IPX,[Don_Provan],[Don_Provan],,,,,,
vmpwscs,214,udp,VM PWSCS,[Dan_Shia],[Dan_Shia],,,,,,
softpc,215,udp,Insignia Solutions,[Martyn_Thomas],[Martyn_Thomas],,,,,,
CAIlic,216,udp,Computer Associates Int'l License Server,[Chuck_Spitz],[Chuck_Spitz],,,,,,
dbase,217,udp,dBASE Unix,[Don_Gibson],[Don_Gibson],,,,,,
mpp,218,udp,Netix Message Posting Protocol,[Shannon_Yeh],[Shannon_Yeh],,,,,,
uarps,219,udp,Unisys ARPs,[Ashok_Marwaha],[Ashok_Marwaha],,,,,,
imap3,220,udp,Interactive Mail Access Protocol v3,[James_Rice],[James_Rice],,,,,,
fln-spx,221,udp,Berkeley rlogind with SPX auth,,,,,,,,
rsh-spx,222,udp,Berkeley rshd with SPX auth,,,,,,,,
cdc,223,udp,Certificate Distribution Center,[Kannan_Alagappan],[Kannan_Alagappan],,,,,,
masqdialer,224,udp,masqdialer,[Charles_Wright],[Charles_Wright],,,,,,"Possible Conflict of Port 222 with ""Masqdialer"""
direct,242,udp,Direct,[Herb_Sutter],[Herb_Sutter],,,,,,
sur-meas,243,udp,Survey Measurement,[Dave_Clark],[Dave_Clark],,,,,,
inbusiness,244,udp,inbusiness,[Derrick_Hisatake],[Derrick_Hisatake],,,,,,
link,245,udp,LINK,,,,,,,,
dsp3270,246,udp,Display Systems Protocol,[Weldon_J_Showalter],[Weldon_J_Showalter],,,,,,
subntbcst-tftp,247,udp,"SUBNTBCST_TFTP
subntbcst_tftp,247,udp,SUBNTBCST_TFTP,[John_Fake],[John_Fake],,,,,,"This entry is an alias to ""subntbcst-tftp"".
bhfhs,248,udp,bhfhs,[John_Kelly],[John_Kelly],,,,,,
rap,256,udp,RAP,[J_S_Greenfield],[J_S_Greenfield],,,,,,
set,257,udp,Secure Electronic Transaction,[Donald_Eastlake],[Donald_Eastlake],,,,,,
esro-gen,259,udp,Efficient Short Remote Operations,[Mohsen_Banan],[Mohsen_Banan],,,,,,
openport,260,udp,Openport,[John_Marland],[John_Marland],,,,,,
nsiiops,261,udp,IIOP Name Service over TLS/SSL,[Jeff_Stewart],[Jeff_Stewart],,,,,,
arcisdms,262,udp,Arcisdms,[Russell_Crook],[Russell_Crook],,,,,,
hdap,263,udp,HDAP,[Troy_Gau],[Troy_Gau],,,,,,
bgmp,264,udp,BGMP,[Dave_Thaler],[Dave_Thaler],,,,,,
x-bone-ctl,265,udp,X-Bone CTL,[Joe_Touch],[Joe_Touch],,,,,,
sst,266,udp,SCSI on ST,[Donald_D_Woelz],[Donald_D_Woelz],,,,,,
td-service,267,udp,Tobit David Service Layer,,,,,,,,
td-replica,268,udp,Tobit David Replica,[Franz_Josef_Leuders],[Franz_Josef_Leuders],,,,,,
manet,269,udp,MANET Protocols,,,,,[RFC5498],,,
gist,270,udp,Q-mode encapsulation for GIST messages,,,,,[RFC5971],,,
,271,udp,Reserved,,,,,,,,
http-mgmt,280,udp,http-mgmt,[Adrian_Pell],[Adrian_Pell],,,,,,
personal-link,281,udp,Personal Link,[Dan_Cummings],[Dan_Cummings],,,,,,
cableport-ax,282,udp,Cable Port A/X,[Craig_Langfahl],[Craig_Langfahl],,,,,,
rescap,283,udp,rescap,[Paul_Hoffman],[Paul_Hoffman],,,,,,
corerjd,284,udp,corerjd,[Chris_Thornhill],[Chris_Thornhill],,,,,,
fxp,286,udp,FXP Communication,[James_Darnall],[James_Darnall],,,,,,
k-block,287,udp,K-BLOCK,[Simon_P_Jackson],[Simon_P_Jackson],,,,,,
novastorbakcup,308,udp,Novastor Backup,[Brian_Dickman],[Brian_Dickman],,,,,,
entrusttime,309,udp,EntrustTime,[Peter_Whittaker],[Peter_Whittaker],,,,,,
bhmds,310,udp,bhmds,[John_Kelly],[John_Kelly],,,,,,
asip-webadmin,311,udp,AppleShare IP WebAdmin,[Ann_Huang],[Ann_Huang],,,,,,
vslmp,312,udp,VSLMP,[Gerben_Wierda],[Gerben_Wierda],,,,,,
magenta-logic,313,udp,Magenta Logic,[Karl_Rousseau],[Karl_Rousseau],,,,,,
opalis-robot,314,udp,Opalis Robot,[Laurent_Domenech],[Laurent_Domenech],,,,,,
dpsi,315,udp,DPSI,[Tony_Scamurra],[Tony_Scamurra],,,,,,
decauth,316,udp,decAuth,[Michael_Agishtein],[Michael_Agishtein],,,,,,
zannet,317,udp,Zannet,[Zan_Oliphant],[Zan_Oliphant],,,,,,
pkix-timestamp,318,udp,PKIX TimeStamp,[Robert_Zuccherato],[Robert_Zuccherato],,,,,,
ptp-event,319,udp,PTP Event,[Kang_Lee],[Kang_Lee],2010-07-27,,,,,
ptp-general,320,udp,PTP General,[Kang_Lee],[Kang_Lee],2010-07-27,,,,,
pip,321,udp,PIP,[Gordon_Mohr],[Gordon_Mohr],,,,,,
rtsps,322,udp,RTSPS,[Anders_Klemets],[Anders_Klemets],,,,,,
,323,udp,Reserved,,,,,,,,
,324,udp,Reserved,,,,,,,,
texar,333,udp,Texar Security Port,[Eugen_Bacic],[Eugen_Bacic],,,,,,
pdap,344,udp,Prospero Data Access Protocol,[B_Clifford_Neuman],[B_Clifford_Neuman],,,,,,
pawserv,345,udp,Perf Analysis Workbench,,,,,,,,
zserv,346,udp,Zebra server,,,,,,,,
fatserv,347,udp,Fatmen Server,,,,,,,,
csi-sgwp,348,udp,Cabletron Management Protocol,,,,,,,,
mftp,349,udp,mftp,[Dave_Feinleib],[Dave_Feinleib],,,,,,
matip-type-a,350,udp,MATIP Type A,[Alain_Robert],[Alain_Robert],,,[RFC2351],,,
matip-type-b,351,udp,MATIP Type B,[Alain_Robert],[Alain_Robert],,,[RFC2351],,,
bhoetty,351,udp,bhoetty,[John_Kelly],[John_Kelly],,,,,,"This entry records an unassigned but widespread use
dtag-ste-sb,352,udp,DTAG,[Ruediger_Wald],[Ruediger_Wald],,,,,,(assigned long ago)
bhoedap4,352,udp,bhoedap4,[John_Kelly],[John_Kelly],,,,,,"This entry records an unassigned but widespread use
ndsauth,353,udp,NDSAUTH,[Jayakumar_Ramalingam],[Jayakumar_Ramalingam],,,,,,
bh611,354,udp,bh611,[John_Kelly],[John_Kelly],,,,,,
datex-asn,355,udp,DATEX-ASN,[Kenneth_Vaughn],[Kenneth_Vaughn],,,,,,
cloanto-net-1,356,udp,Cloanto Net 1,[Michael_Battilana],[Michael_Battilana],2010-04-30,,,,,
bhevent,357,udp,bhevent,[John_Kelly],[John_Kelly],,,,,,
shrinkwrap,358,udp,Shrinkwrap,[Bill_Simpson],[Bill_Simpson],,,,,,
nsrmp,359,udp,Network Security Risk Management Protocol,[Eric_Jacksch],[Eric_Jacksch],,,,,,
scoi2odialog,360,udp,scoi2odialog,[Keith_Petley],[Keith_Petley],,,,,,
semantix,361,udp,Semantix,[Semantix],[Semantix],,,,,,
srssend,362,udp,SRS Send,[Curt_Mayer],[Curt_Mayer],,,,,,
rsvp-tunnel,363,udp,"RSVP Tunnel
rsvp_tunnel,363,udp,RSVP Tunnel,[Andreas_Terzis],[Andreas_Terzis],,,,,,"This entry is an alias to ""rsvp-tunnel"".
aurora-cmgr,364,udp,Aurora CMGR,[Philip_Budne],[Philip_Budne],,,,,,
dtk,365,udp,DTK,[Fred_Cohen],[Fred_Cohen],,,,,,
odmr,366,udp,ODMR,[Randall_Gellens],[Randall_Gellens],,,,,,
mortgageware,367,udp,MortgageWare,[Ole_Hellevik],[Ole_Hellevik],,,,,,
qbikgdp,368,udp,QbikGDP,[Adrien_de_Croy],[Adrien_de_Croy],,,,,,
rpc2portmap,369,udp,rpc2portmap,,,,,,,,
codaauth2,370,udp,codaauth2,[Robert_Watson],[Robert_Watson],,,,,,
clearcase,371,udp,Clearcase,[Dave_LeBlang],[Dave_LeBlang],,,,,,
ulistproc,372,udp,ListProcessor,[Anastasios_Kotsikona],[Anastasios_Kotsikona],,,,,,
legent-1,373,udp,Legent Corporation,,,,,,,,
legent-2,374,udp,Legent Corporation,[Keith_Boyce],[Keith_Boyce],,,,,,
hassle,375,udp,Hassle,[Reinhard_Doelz],[Reinhard_Doelz],,,,,,
nip,376,udp,Amiga Envoy Network Inquiry Proto,[Heinz_Wrobel],[Heinz_Wrobel],,,,,,
tnETOS,377,udp,NEC Corporation,,,,,,,,
dsETOS,378,udp,NEC Corporation,[Tomoo_Fujita],[Tomoo_Fujita],,,,,,
is99c,379,udp,TIA/EIA/IS-99 modem client,,,,,,,,
is99s,380,udp,TIA/EIA/IS-99 modem server,[Frank_Quick],[Frank_Quick],,,,,,
hp-collector,381,udp,hp performance data collector,,,,,,,,
hp-managed-node,382,udp,hp performance data managed node,,,,,,,,
hp-alarm-mgr,383,udp,hp performance data alarm manager,[Frank_Blakely],[Frank_Blakely],,,,,,
arns,384,udp,A Remote Network Server System,[David_Hornsby],[David_Hornsby],,,,,,
ibm-app,385,udp,IBM Application,[Lisa_Tomita],[Lisa_Tomita],,,,,,
asa,386,udp,ASA Message Router Object Def.,[Steve_Laitinen],[Steve_Laitinen],,,,,,
aurp,387,udp,Appletalk Update-Based Routing Pro.,[Chris_Ranch],[Chris_Ranch],,,,,,
unidata-ldm,388,udp,Unidata LDM,[University_Corporation_for_Atmospheric_Research2],[Steven_Emmerson2],,2012-05-18,,,,
ldap,389,udp,Lightweight Directory Access Protocol,[Tim_Howes],[Tim_Howes],,,,,,
uis,390,udp,UIS,[Ed_Barron],[Ed_Barron],,,,,,
synotics-relay,391,udp,SynOptics SNMP Relay Port,,,,,,,,
synotics-broker,392,udp,SynOptics Port Broker Port,[Illan_Raab],[Illan_Raab],,,,,,
